집계일자,영업소코드,영업소명,입출구구분코드,입출구명,TCS하이패스구분코드,TCS하이패스명,고속도로운영기관구분코드,고속도로운영기관명,영업형태구분코드,영업형태명,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량
"20210701","189 ","강릉","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",1613,67,99,73,24,13,1889
"20210701","189 ","강릉","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",8377,288,440,104,273,379,9861
"20210701","189 ","강릉","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1638,79,42,107,25,174,2065
"20210701","189 ","강릉","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",8505,280,453,123,278,382,10021
"20210701","704 ","근덕","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",467,44,24,23,18,7,583
"20210701","704 ","근덕","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",2543,43,58,30,341,88,3103
"20210701","704 ","근덕","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",549,12,31,33,22,53,700
"20210701","704 ","근덕","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",2409,37,49,28,258,89,2870
"20210701","584 ","남강릉","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",531,21,42,34,10,8,646
"20210701","584 ","남강릉","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",2263,76,48,50,205,127,2769
"20210701","584 ","남강릉","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",574,34,42,36,15,57,758
"20210701","584 ","남강릉","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",2154,79,45,50,169,123,2620
"20210701","284 ","남양양","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",323,10,14,10,3,2,362
"20210701","284 ","남양양","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",1668,39,13,14,109,64,1907
"20210701","284 ","남양양","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",296,15,16,10,3,37,377
"20210701","284 ","남양양","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",1458,37,25,10,71,52,1653
"20210701","735 ","남양평","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",1890,54,4,0,0,90,2038
"20210701","735 ","남양평","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",1928,49,6,0,1,82,2066
"20210701","500 ","남여주","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",281,16,97,63,21,5,483
"20210701","500 ","남여주","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",3526,129,91,205,319,108,4378
"20210701","500 ","남여주","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",352,17,93,76,24,40,602
"20210701","500 ","남여주","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",3374,116,98,183,350,117,4238
"20210701","765 ","내촌","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",75,4,5,2,1,0,87
"20210701","765 ","내촌","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",454,9,9,10,3,30,515
"20210701","765 ","내촌","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",105,6,9,2,1,9,132
"20210701","765 ","내촌","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",570,12,7,6,10,29,634
"20210701","184 ","대관령","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",355,17,18,11,4,2,407
"20210701","184 ","대관령","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",3254,105,85,26,28,124,3622
"20210701","184 ","대관령","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",573,25,17,10,2,46,673
"20210701","184 ","대관령","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",3399,95,93,27,46,129,3789
"20210701","175 ","덕평","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",510,65,207,261,31,13,1087
"20210701","175 ","덕평","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",5238,783,322,620,715,308,7986
"20210701","175 ","덕평","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",817,165,328,230,39,94,1673
"20210701","175 ","덕평","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",6098,849,362,679,617,350,8955
"20210701","220 ","덕평휴게소","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",267,18,5,2,21,14,327
"20210701","734 ","동둔내","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",128,1,0,1,0,3,133
"20210701","583 ","동해","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",906,24,47,64,26,15,1082
"20210701","583 ","동해","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",4451,95,176,46,652,227,5647
"20210701","583 ","동해","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",817,39,38,75,31,119,1119
"20210701","583 ","동해","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",4363,82,141,43,724,217,5570
"20210701","554 ","동홍천","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",828,28,56,34,5,8,959
"20210701","554 ","동홍천","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",4471,78,92,76,105,165,4987
"20210701","554 ","동홍천","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",749,33,61,27,10,67,947
"20210701","554 ","동홍천","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",4001,99,116,62,90,141,4509
"20210701","182 ","둔내","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",273,8,25,27,2,2,337
"20210701","182 ","둔내","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",1796,68,35,70,27,70,2066
"20210701","182 ","둔내","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",337,11,53,22,4,26,453
"20210701","182 ","둔내","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",1757,68,33,52,25,55,1990
"20210701","582 ","망상","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",354,15,10,10,7,6,402
"20210701","582 ","망상","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",1849,46,60,8,57,104,2124
"20210701","582 ","망상","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",382,12,13,6,4,55,472
"20210701","582 ","망상","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",1992,80,137,14,69,104,2396
"20210701","183 ","면온","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",89,4,3,6,8,3,113
"20210701","183 ","면온","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",723,24,7,7,46,27,834
"20210701","183 ","면온","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",158,5,7,21,1,9,201
"20210701","183 ","면온","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",807,29,9,9,40,33,927
"20210701","178 ","문막","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",616,55,139,139,21,4,974
"20210701","178 ","문막","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",3713,342,322,234,501,181,5293
"20210701","178 ","문막","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",618,52,144,100,34,64,1012
"20210701","178 ","문막","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",3783,315,326,261,451,184,5320
"20210701","580 ","북강릉","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",718,21,44,28,15,2,828
"20210701","580 ","북강릉","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",4432,116,89,41,126,169,4973
"20210701","580 ","북강릉","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1042,15,46,24,12,97,1236
"20210701","580 ","북강릉","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",4708,139,87,44,155,178,5311
"20210701","701 ","북양양","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",413,34,28,10,5,1,491
"20210701","701 ","북양양","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",2474,43,50,27,73,87,2754
