집계일자,영업소코드,영업소명,입출구구분코드,입출구명,TCS하이패스구분코드,TCS하이패스명,고속도로운영기관구분코드,고속도로운영기관명,영업형태구분코드,영업형태명,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량
"20210701","982 ","강진무위사","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",421,13,39,40,18,2,533
"20210701","982 ","강진무위사","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",2379,57,70,90,142,65,2803
"20210701","982 ","강진무위사","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",416,22,39,31,23,23,554
"20210701","982 ","강진무위사","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",2275,43,63,61,136,66,2644
"20210701","986 ","고흥","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",474,28,20,39,16,20,597
"20210701","986 ","고흥","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",3058,42,54,95,184,74,3507
"20210701","986 ","고흥","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",532,25,42,32,21,42,694
"20210701","986 ","고흥","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",3278,62,46,78,192,77,3733
"20210701","265 ","곡성","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",292,12,11,22,6,1,344
"20210701","265 ","곡성","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",2362,49,46,51,143,68,2719
"20210701","265 ","곡성","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",364,16,23,15,10,31,459
"20210701","265 ","곡성","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",2299,68,48,41,157,79,2692
"20210701","272 ","광양","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",769,8,67,120,61,3,1028
"20210701","272 ","광양","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",3538,95,160,191,940,101,5025
"20210701","272 ","광양","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",851,14,139,210,58,52,1324
"20210701","272 ","광양","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",3807,116,168,180,1439,101,5811
"20210701","167 ","광주","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",2124,116,359,445,178,43,3265
"20210701","167 ","광주","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",14195,642,776,845,764,326,17548
"20210701","167 ","광주","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",2310,87,284,469,107,163,3420
"20210701","167 ","광주","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",14289,699,850,1057,1011,343,18249
"20210701","558 ","구례화엄사","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",242,11,22,32,5,3,315
"20210701","558 ","구례화엄사","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",1596,57,41,58,149,37,1938
"20210701","558 ","구례화엄사","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",314,7,24,25,2,12,384
"20210701","558 ","구례화엄사","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",1684,58,52,51,149,46,2040
"20210701","551 ","나주","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",152,10,7,7,4,1,181
"20210701","551 ","나주","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",1271,38,18,82,69,60,1538
"20210701","551 ","나주","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",146,11,13,3,1,19,193
"20210701","551 ","나주","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",1320,39,15,83,60,53,1570
"20210701","567 ","남고창","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",292,12,31,44,15,5,399
"20210701","567 ","남고창","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",2101,59,77,82,108,58,2485
"20210701","567 ","남고창","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",338,7,68,18,20,25,476
"20210701","567 ","남고창","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",2074,63,73,58,115,54,2437
"20210701","987 ","남순천","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",1498,62,123,101,78,16,1878
"20210701","987 ","남순천","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",9457,152,308,440,1834,176,12367
"20210701","987 ","남순천","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1434,49,98,133,77,98,1889
"20210701","987 ","남순천","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",7026,126,178,234,895,154,8613
"20210701","247 ","남원","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",448,29,31,22,11,6,547
"20210701","247 ","남원","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",2553,80,79,72,271,106,3161
"20210701","247 ","남원","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",489,29,59,26,7,42,652
"20210701","247 ","남원","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",2477,76,88,66,262,104,3073
"20210701","249 ","담양","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",378,12,28,24,12,2,456
"20210701","249 ","담양","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",2768,69,123,55,135,83,3233
"20210701","249 ","담양","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",349,8,37,11,8,31,444
"20210701","249 ","담양","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",2642,70,134,60,156,78,3140
"20210701","553 ","동광산","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",2767,43,172,126,48,3,3159
"20210701","553 ","동광산","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",18318,452,376,479,902,540,21067
"20210701","553 ","동광산","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",2585,62,173,116,53,206,3195
"20210701","553 ","동광산","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",16551,432,350,408,792,478,19011
