집계일자,영업소코드,영업소명,입출구구분코드,입출구명,TCS하이패스구분코드,TCS하이패스명,고속도로운영기관구분코드,고속도로운영기관명,영업형태구분코드,영업형태명,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량
"20210709","227 ","군산","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",901,17,75,64,27,75,1159
"20210709","227 ","군산","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",3963,79,182,113,225,109,4671
"20210709","200 ","금산","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",348,7,24,22,14,5,420
"20210709","200 ","금산","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",2297,55,93,52,232,103,2832
"20210709","200 ","금산","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",468,9,29,32,18,42,598
"20210709","200 ","금산","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",2589,52,86,44,186,116,3073
"20210709","161 ","금산사","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",87,2,7,5,4,0,105
"20210709","161 ","금산사","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",500,16,15,8,17,9,565
"20210709","161 ","금산사","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",111,7,11,3,8,7,147
"20210709","161 ","금산사","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",541,25,16,10,31,11,634
"20210709","160 ","김제","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",365,12,59,51,9,3,499
"20210709","160 ","김제","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",2192,98,119,128,112,60,2709
"20210709","160 ","김제","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",377,18,72,48,11,26,552
"20210709","160 ","김제","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",2045,92,118,121,110,53,2539
"20210709","114 ","남대전","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",1152,45,184,114,16,20,1531
"20210709","114 ","남대전","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",6639,240,223,554,220,315,8191
"20210709","114 ","남대전","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1025,46,156,128,17,125,1497
"20210709","114 ","남대전","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",6093,229,208,477,199,285,7491
"20210709","530 ","내장산","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",166,13,25,16,5,3,228
"20210709","530 ","내장산","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",1229,65,55,66,59,29,1503
"20210709","530 ","내장산","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",257,15,28,19,4,13,336
"20210709","530 ","내장산","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",1258,78,57,73,66,31,1563
